Obs,CustomerID,FullName,Gender,Country,OrderID,OrderDate,OrderAmount,OrderStatus,PaymentID,PaymentAmount,ProgramName,TierLevel,CallID,IssueCategory,AverageSpend,CompanyName
927,CUST00927,David Wright,Female,Canada,d39b50a2,18/12/2024,734.4,Canceled,aedd086c,410.8,Silver,Silver,CALL00927,Product,382.69,Company 83
928,CUST00928,Jessica Castro,Other,Serbia,f9f33b4a,16/12/2024,138.09,Pending,d73d7966,412.93,Gold,Bronze,CALL00928,Payment,22.88,Company 66
929,CUST00929,Julie Gillespie,Female,French Polynesia,6272d37e,17/09/2024,42.28,Canceled,09bb8f99,227.25,Gold,Bronze,CALL00929,Other,298.24,Company 27
930,CUST00930,Melissa West,Female,Andorra,a6c1636f,07/10/2024,414.53,Completed,619c6b17,292.49,Silver,Silver,CALL00930,Payment,459.59,Company 51
931,CUST00931,Victoria James,Female,Italy,8cd8a7fa,02/08/2023,991.11,Canceled,2bf1b785,414.71,Premium,Silver,CALL00931,Delivery,169.13,Company 41
932,CUST00932,Terry Murphy,Female,Korea,41c396d0,13/12/2023,58.16,Pending,3bcff773,246.73,Premium,Bronze,CALL00932,Other,494.86,Company 5
933,CUST00933,Heather Kline,Male,Georgia,8f63799a,19/02/2025,131.1,Pending,bdb1f4b5,311.94,Premium,Silver,CALL00933,Delivery,33.75,Company 52
934,CUST00934,Kathleen Anderson M,Male,Turkey,b38dd1a3,21/06/2025,901.28,Completed,798f0ea3,463.11,Silver,Gold,CALL00934,Delivery,456.77,Company 32
935,CUST00935,Melissa Gonzalez,Other,Mexico,011f23c5,15/05/2025,640.1,Completed,aaad8edd,84.36,Premium,Gold,CALL00935,Payment,450.41,Company 50
936,CUST00936,Carrie Schneider,Male,Chile,126d4493,07/08/2023,628.52,Canceled,60d8d25f,123.47,Silver,Silver,CALL00936,Product,282.24,Company 66
937,CUST00937,Jessica Jones,Female,Tokelau,0fe3ddea,07/06/2023,958.5,Canceled,d192e3b9,274.01,Premium,Gold,CALL00937,Payment,313.24,Company 70
938,CUST00938,Donna Taylor,Male,Sudan,e1b4404d,02/04/2023,633.81,Completed,3cac7553,153.71,Silver,Gold,CALL00938,Product,464.15,Company 89
939,CUST00939,Mary Howard,Other,Kiribati,11e4762b,13/05/2024,955.62,Completed,4d7226bc,69.49,Gold,Gold,CALL00939,Delivery,435.89,Company 97
940,CUST00940,Thomas Guzman,Other,Netherlands Antilles,c29b22ae,04/09/2022,481.08,Completed,d681a0af,381.17,Silver,Silver,CALL00940,Other,387.81,Company 72
941,CUST00941,Jaclyn Harmon,Other,Zimbabwe,ee771e32,09/07/2023,788.89,Completed,67024497,461.54,Gold,Gold,CALL00941,Delivery,299.71,Company 6
942,CUST00942,Brandon Patel,Male,Myanmar,e733119a,16/04/2023,538.21,Completed,7e75f560,297.2,Gold,Silver,CALL00942,Product,143.72,Company 25
943,CUST00943,Adam Schneider,Male,Turks and Caicos Isl,8a477eb6,05/04/2023,188.7,Completed,e4c14595,303.22,Gold,Gold,CALL00943,Product,116.45,Company 21
944,CUST00944,Chad Green,Male,United Arab Emirates,524a7778,22/10/2023,546.36,Pending,03fb2ac5,385.11,Silver,Gold,CALL00944,Payment,461.67,Company 37
945,CUST00945,Kimberly Vasquez,Other,Saint Vincent and th,4d6481f1,28/09/2022,681.82,Completed,52741fd4,480.71,Premium,Silver,CALL00945,Product,180.65,Company 87
946,CUST00946,Lorraine Bond,Female,French Southern Terr,7a712f85,15/11/2024,396.04,Completed,914dd432,483.03,Gold,Gold,CALL00946,Product,406.91,Company 42
947,CUST00947,Amanda Johnson,Female,China,73154a3e,20/07/2022,247.23,Pending,6bda4e14,77.91,Silver,Gold,CALL00947,Other,165.34,Company 54
948,CUST00948,Oscar Meadows,Other,Philippines,e2b3457f,16/04/2025,276.59,Pending,9f67ee90,34.89,Premium,Bronze,CALL00948,Product,370.03,Company 58
949,CUST00949,Allison Lopez DDS,Other,Montserrat,8af79600,09/07/2024,914.6,Completed,f7b0a157,484.13,Silver,Gold,CALL00949,Product,309.49,Company 99
950,CUST00950,Joe Baker,Other,Zimbabwe,e1c663f7,18/07/2024,559.16,Canceled,6d436e5d,95.49,Gold,Bronze,CALL00950,Payment,22.73,Company 1
951,CUST00951,Erika Miller,Other,Hungary,77dee8bf,06/04/2025,785.05,Canceled,3bde5efb,481.07,Premium,Gold,CALL00951,Payment,123.73,Company 63
952,CUST00952,Jade Henderson,Female,Netherlands Antilles,7827bc20,01/09/2022,961.74,Canceled,2df4b113,175.98,Premium,Bronze,CALL00952,Other,244.06,Company 59
953,CUST00953,Jessica Snyder,Male,Sweden,bf60205f,02/08/2022,10.54,Pending,a9bf8abd,112.03,Gold,Gold,CALL00953,Delivery,208.12,Company 79
954,CUST00954,Amy Wood,Male,Bahrain,91375c43,10/07/2023,635.88,Canceled,d63603dd,260.35,Silver,Silver,CALL00954,Product,469.26,Company 9
955,CUST00955,Cheyenne Miller,Female,Cameroon,d8d4c973,30/07/2024,307.63,Pending,b5291251,238.06,Gold,Silver,CALL00955,Product,462.71,Company 58
956,CUST00956,Susan Lewis,Male,Philippines,bf5648cc,20/10/2024,614.34,Canceled,1935e473,21.05,Gold,Bronze,CALL00956,Other,144.07,Company 41
957,CUST00957,Karl Fleming,Female,Ecuador,074fdc2d,22/12/2022,280.28,Canceled,f910586e,265.12,Gold,Bronze,CALL00957,Product,333.78,Company 95
958,CUST00958,Shirley Jackson,Male,Solomon Islands,1fb21275,14/08/2024,914.88,Completed,a240abd1,278.8,Gold,Silver,CALL00958,Product,100.05,Company 88
959,CUST00959,Sandra Ortega,Female,Chile,87032131,25/12/2022,419.03,Canceled,98bc5001,456.58,Premium,Silver,CALL00959,Payment,102.49,Company 91
960,CUST00960,Melinda Jones,Male,Japan,4cb21f99,04/01/2024,86.75,Completed,3a5e9064,299.3,Premium,Silver,CALL00960,Product,351.57,Company 96
961,CUST00961,David Love,Other,Malta,98b86f20,28/09/2022,829.19,Completed,f7096fdb,403.6,Gold,Silver,CALL00961,Payment,168.79,Company 12
962,CUST00962,Rebecca Torres,Other,Portugal,fa5b7860,23/02/2024,468.07,Pending,1daa68d4,201.01,Premium,Bronze,CALL00962,Payment,226.26,Company 79
963,CUST00963,Brian Harmon,Male,Cuba,c523943a,02/11/2024,922.18,Canceled,d104501d,45.28,Silver,Gold,CALL00963,Payment,29.85,Company 64
964,CUST00964,Stacey Thompson,Female,Tuvalu,ba120d1c,05/12/2023,241.92,Canceled,8ff2008c,444.07,Gold,Silver,CALL00964,Product,469.86,Company 33
965,CUST00965,Joshua Cunningham,Male,Serbia,42104c3f,01/03/2023,217,Pending,68cd3b85,229.54,Gold,Gold,CALL00965,Payment,414.03,Company 74
966,CUST00966,Michelle Gould,Male,Lesotho,53ec2da6,13/10/2023,505.32,Canceled,a37020d6,201.62,Silver,Silver,CALL00966,Other,371.92,Company 46
967,CUST00967,Kevin Zhang,Other,Venezuela,1fc11496,26/02/2024,569.49,Canceled,5f4f39eb,110.12,Premium,Bronze,CALL00967,Payment,119.55,Company 17
968,CUST00968,Jennifer Rogers,Female,Switzerland,4359c81c,03/08/2022,235.69,Completed,3b0f3acf,39.8,Premium,Gold,CALL00968,Delivery,396.67,Company 5
969,CUST00969,Natasha Mullins,Other,Norway,2ecedfdb,07/09/2024,680.96,Pending,5e783e91,381.15,Gold,Gold,CALL00969,Other,157.72,Company 18
970,CUST00970,Melissa Wilson,Male,Singapore,a3b045e4,13/09/2024,855.32,Canceled,12308c5a,135.95,Silver,Silver,CALL00970,Payment,186.11,Company 46
971,CUST00971,Samantha Young,Other,Svalbard & Jan Mayen,70fb2773,03/12/2024,500.62,Pending,f58088d4,427.22,Silver,Bronze,CALL00971,Other,257.88,Company 77
972,CUST00972,Jennifer Duncan,Female,Aruba,3038d795,08/01/2025,537.09,Canceled,af5a6dcc,259.33,Gold,Silver,CALL00972,Product,204.87,Company 78
973,CUST00973,Brandy Ramirez,Male,Lesotho,25043295,07/02/2024,35.12,Completed,ae33902c,361.54,Gold,Silver,CALL00973,Delivery,96.66,Company 10
974,CUST00974,Matthew Lucas,Male,Puerto Rico,e9e46853,24/12/2024,172.84,Pending,91999a91,59.37,Silver,Gold,CALL00974,Product,355.86,Company 42
975,CUST00975,Gregory Kline,Other,Switzerland,4e1c0b7b,22/03/2023,596.61,Pending,7e41848c,213.91,Silver,Gold,CALL00975,Other,113.98,Company 85
976,CUST00976,Samantha Cruz,Female,Nepal,393605a3,27/05/2025,834.19,Canceled,113f0667,270.62,Silver,Silver,CALL00976,Product,271.94,Company 53
977,CUST00977,James Carroll,Female,Martinique,b4acfe67,29/09/2022,444.14,Completed,f29728d7,254.39,Premium,Silver,CALL00977,Payment,473.54,Company 69
978,CUST00978,Tyler Rose,Female,Costa Rica,47b05d06,31/10/2024,383.62,Pending,72cdd376,231.62,Silver,Silver,CALL00978,Other,298.43,Company 62
979,CUST00979,Peter Hansen,Female,Iraq,b4d2e510,03/12/2023,614.63,Pending,2647a94f,435.32,Premium,Bronze,CALL00979,Other,388.88,Company 33
980,CUST00980,Abigail Gill,Female,Korea,17c86370,11/01/2023,387.64,Canceled,9e03bfa9,134.53,Gold,Bronze,CALL00980,Delivery,348.95,Company 1
981,CUST00981,Sharon Hamilton,Male,Saint Lucia,ce15db93,21/01/2024,20.5,Completed,588d8a87,105.84,Premium,Silver,CALL00981,Payment,474.15,Company 13
982,CUST00982,Debbie Tanner,Male,Somalia,43d6bcb9,21/11/2022,459.54,Canceled,0e893344,82.11,Gold,Silver,CALL00982,Payment,308.15,Company 4
983,CUST00983,Nicole Baker,Female,Gibraltar,1e572c01,30/04/2023,791.52,Pending,3846bfc4,107.03,Silver,Bronze,CALL00983,Delivery,483.27,Company 46
984,CUST00984,Elizabeth Haney,Female,Mayotte,a14a7f4d,16/02/2023,486.59,Completed,9611f0f4,478.61,Premium,Silver,CALL00984,Other,111.99,Company 25
985,CUST00985,Edward Knapp,Male,Madagascar,eb5a0b4e,12/04/2025,318.55,Canceled,46f4ac86,106.24,Premium,Silver,CALL00985,Product,174.26,Company 30
986,CUST00986,Megan Hernandez,Male,Tuvalu,51568114,13/09/2024,777.74,Completed,b5d391dd,213.64,Silver,Bronze,CALL00986,Other,151.15,Company 77
987,CUST00987,Melissa Hicks,Female,Turkey,48d3ee0c,21/04/2024,590.58,Canceled,f7875c18,253.37,Gold,Bronze,CALL00987,Payment,460.89,Company 54
988,CUST00988,John Johnson,Female,Azerbaijan,1203cb40,29/02/2024,427.84,Completed,2fbbc2be,421.88,Silver,Gold,CALL00988,Other,135.57,Company 87
989,CUST00989,Jacqueline Kelly,Male,Antarctica (the terr,d7b966da,22/09/2022,671.18,Canceled,64e886c2,307.18,Premium,Silver,CALL00989,Delivery,477.08,Company 78
990,CUST00990,Mary Summers MD,Other,Norway,1e3bca08,16/08/2022,963.43,Completed,26500cfc,319.06,Premium,Silver,CALL00990,Delivery,295.37,Company 70
991,CUST00991,Jennifer Lambert,Other,Jamaica,5edcfce7,19/12/2024,920.75,Completed,a2b132c8,440.25,Premium,Bronze,CALL00991,Other,168.55,Company 54
992,CUST00992,Lisa Henderson,Other,Korea,2ae5e69e,05/01/2025,737.24,Completed,c83708b8,91.3,Premium,Silver,CALL00992,Payment,320.49,Company 5
993,CUST00993,Dennis Garcia,Male,Algeria,6935a3bd,08/03/2025,82.99,Canceled,91fe2ea4,489.84,Premium,Bronze,CALL00993,Product,415.52,Company 24
994,CUST00994,Tracy Barton,Male,Guyana,41582224,22/06/2024,53.47,Pending,a30d42f1,309.95,Gold,Gold,CALL00994,Delivery,326.61,Company 50
995,CUST00995,Scott Matthews,Male,Serbia,2f5da53a,19/06/2025,182.54,Pending,efd84c00,207.32,Silver,Gold,CALL00995,Payment,499.4,Company 12
996,CUST00996,Brittney Conway,Other,Marshall Islands,b7437d95,07/10/2023,30.78,Pending,06384dcc,453.49,Gold,Silver,CALL00996,Product,350.9,Company 94
997,CUST00997,Joshua Alvarado,Female,Ireland,62f14008,27/12/2024,461.64,Canceled,43a16c88,112.83,Premium,Bronze,CALL00997,Payment,103.52,Company 11
998,CUST00998,Taylor Lowery,Male,Israel,4a74e78a,22/09/2023,879.6,Completed,8e241b39,37.1,Gold,Bronze,CALL00998,Payment,308.27,Company 16
999,CUST00999,Mark Jackson,Male,Australia,079d1f6c,31/12/2022,537.23,Completed,ca3e3ac7,447.12,Premium,Silver,CALL00999,Other,333.25,Company 38
1000,CUST01000,Debra Morgan,Male,Antarctica (the terr,a9c0876a,20/12/2022,591.45,Canceled,8cac77e4,469.19,Premium,Bronze,CALL01000,Delivery,219.71,Company 69
1001,CUST01001,Richard Boone,Other,Costa Rica,bf69a6f1,30/05/2024,287.27,Completed,c99484bd,117.4,Silver,Bronze,CALL01001,Product,28.54,Company 2
1002,CUST01002,Chad Robertson,Female,Micronesia,6adda18a,31/12/2022,90.59,Pending,2cc73b4a,81.51,Premium,Gold,CALL01002,Other,160.31,Company 95
1003,CUST01003,Jillian Khan,Other,Guyana,140ce2e1,13/02/2024,883.6,Canceled,e2889ac3,51.79,Gold,Gold,CALL01003,Delivery,428.69,Company 86
1004,CUST01004,Sonya Bernard,Other,Portugal,89527125,04/01/2025,530.22,Pending,afad8354,63.8,Silver,Bronze,CALL01004,Other,162.03,Company 29
1005,CUST01005,Shelia Moore,Other,Cyprus,f19da203,19/10/2022,653.24,Pending,937a0cd3,144.39,Premium,Silver,CALL01005,Payment,463.64,Company 99
1006,CUST01006,Karen Thomas,Male,Poland,dc066e0e,13/07/2023,312.94,Canceled,d6d80289,329.21,Premium,Silver,CALL01006,Other,196.81,Company 80
1007,CUST01007,Lisa Coleman,Other,Svalbard & Jan Mayen,bdbf0762,04/04/2024,142.99,Completed,1db1472e,217.82,Gold,Gold,CALL01007,Payment,401.77,Company 100
1008,CUST01008,Angelica Doyle,Female,Palau,33bd09d0,16/10/2023,517.14,Pending,1a8faac2,210.24,Premium,Silver,CALL01008,Payment,497.13,Company 88
1009,CUST01009,Damon Kent,Female,Armenia,33e54415,29/08/2024,280.29,Pending,86b784d8,41.44,Silver,Bronze,CALL01009,Other,333.96,Company 94
1010,CUST01010,Brenda Taylor,Female,Chile,46d7ace7,10/08/2024,844.18,Completed,6f30cee7,329.04,Premium,Silver,CALL01010,Product,496.85,Company 20
1011,CUST01011,Megan Gibson,Female,Qatar,d1d9d9a4,03/08/2023,127.4,Pending,44be073f,376.32,Gold,Gold,CALL01011,Other,452.47,Company 49
1012,CUST01012,Christian Byrd,Other,Kenya,29988ce4,15/07/2024,309.69,Completed,88c2700c,475.49,Silver,Bronze,CALL01012,Other,357.59,Company 16
1013,CUST01013,Mr. Eric Salazar,Female,French Southern Terr,cfc97e74,25/01/2023,913.26,Pending,367f014d,290.62,Premium,Gold,CALL01013,Other,227.85,Company 62
1014,CUST01014,Anthony Williams,Female,Equatorial Guinea,c7b88031,30/06/2025,823.64,Completed,ea26f886,134.24,Silver,Silver,CALL01014,Payment,141.61,Company 80
1015,CUST01015,Gary Wong,Other,Nigeria,83c54921,30/12/2023,403.53,Canceled,394493f5,160.56,Premium,Silver,CALL01015,Payment,198.48,Company 98
1016,CUST01016,Mary Rivers,Other,Guam,213ddaba,21/02/2025,557.09,Pending,8922f274,11.2,Gold,Silver,CALL01016,Payment,304.02,Company 55
1017,CUST01017,Jennifer Martinez,Male,Germany,1455c6ea,24/05/2025,195.97,Completed,51e5324e,337.56,Gold,Silver,CALL01017,Payment,196.72,Company 80
1018,CUST01018,Robert Lane,Other,Azerbaijan,8a66a982,08/05/2025,581.73,Canceled,a40cee13,316.36,Silver,Gold,CALL01018,Delivery,358.92,Company 40
1019,CUST01019,Bradley Lewis,Other,Isle of Man,d7ec2b6d,16/08/2022,361.12,Canceled,eca74488,196.47,Silver,Silver,CALL01019,Payment,34.86,Company 57
1020,CUST01020,Alison Padilla,Male,Russian Federation,178fa32b,25/12/2022,332.82,Pending,2aa4df42,280.12,Gold,Bronze,CALL01020,Product,138.98,Company 31
1021,CUST01021,Ashley Patrick,Male,Niue,5ae54620,25/02/2023,633.54,Pending,de740a31,183.5,Gold,Silver,CALL01021,Payment,286.4,Company 26
1022,CUST01022,Michael Stewart,Other,Mexico,e807ad90,17/11/2023,949.21,Canceled,3d818998,104.15,Premium,Bronze,CALL01022,Delivery,205.94,Company 4
1023,CUST01023,Phyllis Herrera,Male,Bouvet Island (Bouve,830cc79b,03/02/2025,102.31,Canceled,1b348491,428.38,Premium,Gold,CALL01023,Delivery,353.56,Company 72
1024,CUST01024,Aaron Olson,Female,Saint Vincent and th,3a401207,24/12/2024,36.57,Completed,e2c056dc,193.33,Premium,Silver,CALL01024,Product,171.56,Company 4
1025,CUST01025,Ana Perry,Other,South Africa,9a22ba2a,05/05/2024,662.97,Pending,c4c6981b,292.35,Silver,Gold,CALL01025,Payment,447.5,Company 24
1026,CUST01026,Louis Morales,Male,Montenegro,adaa841e,07/09/2024,397.19,Pending,ab39a1c9,70.37,Premium,Silver,CALL01026,Product,39.29,Company 83
1027,CUST01027,Troy Ford,Male,Malawi,0f6f8adf,20/09/2023,214.41,Completed,12041d16,438.45,Silver,Bronze,CALL01027,Delivery,460.26,Company 48
1028,CUST01028,Nicole Carey,Male,Ecuador,cdbae67b,30/09/2024,579.34,Pending,ecbb98ae,60.76,Gold,Gold,CALL01028,Other,324.25,Company 34
1029,CUST01029,Lauren Olson,Male,United States of Ame,71953bc6,19/06/2025,17.37,Completed,b0b179c2,198.66,Silver,Bronze,CALL01029,Other,61,Company 39
1030,CUST01030,Crystal Walters,Other,Czech Republic,bae21155,26/05/2023,911.2,Pending,f8925abe,323,Gold,Bronze,CALL01030,Other,34.71,Company 93
1031,CUST01031,Mary Hall,Male,Fiji,c5072f50,04/09/2023,882.18,Pending,b7e1225e,356.57,Gold,Bronze,CALL01031,Delivery,435.12,Company 98
1032,CUST01032,Kimberly Ewing,Male,India,da54ffba,05/07/2023,825.2,Pending,1c77cd9a,241.1,Gold,Bronze,CALL01032,Other,240.14,Company 87
1033,CUST01033,Joel Hunt,Male,Cocos (Keeling) Isla,c0e16b08,03/07/2025,911.72,Completed,6d76edb2,225.07,Silver,Bronze,CALL01033,Other,485.16,Company 89
1034,CUST01034,Karen Weber,Female,Colombia,f48d4265,09/02/2023,886.69,Completed,c81a5dd0,393.42,Gold,Silver,CALL01034,Product,39.75,Company 5
1035,CUST01035,Virginia Martinez,Female,New Zealand,686d85b8,06/12/2024,729.27,Completed,de9a0840,301.05,Silver,Bronze,CALL01035,Other,22.93,Company 9
1036,CUST01036,Stacy Davenport,Other,Guam,ab06423d,12/06/2025,85.77,Completed,32bce37f,125.34,Silver,Bronze,CALL01036,Product,280.52,Company 22
1037,CUST01037,Shannon Baker,Other,Spain,25057cae,16/06/2025,511,Pending,d23cf930,24.47,Premium,Silver,CALL01037,Product,431.02,Company 10
1038,CUST01038,Holly Owen,Female,United Arab Emirates,bfc80884,29/05/2024,350.22,Completed,3985a557,50.86,Silver,Gold,CALL01038,Delivery,244.3,Company 55
1039,CUST01039,Tammy Bean,Female,Lebanon,b7673386,31/10/2024,333.84,Canceled,cce850fd,210.87,Premium,Bronze,CALL01039,Product,197.04,Company 19
1040,CUST01040,Philip Weaver,Male,Bangladesh,89b7ae38,04/05/2025,716.45,Completed,e47ef961,133.83,Premium,Silver,CALL01040,Payment,102.65,Company 55
1041,CUST01041,Melissa Brown,Male,Liberia,1fb988f2,06/05/2024,610.92,Completed,9a97a041,391.83,Gold,Silver,CALL01041,Other,298.73,Company 57
1042,CUST01042,Walter Romero,Female,Romania,a5ba7f18,16/03/2025,680.61,Canceled,6873ef79,406.89,Silver,Bronze,CALL01042,Other,187.22,Company 21
1043,CUST01043,Brian Reynolds,Other,Romania,9dce409d,13/08/2024,447.64,Canceled,e155ab1e,301.7,Gold,Bronze,CALL01043,Payment,236.21,Company 47
1044,CUST01044,Sarah Molina,Female,Grenada,4c71a026,06/11/2022,898.04,Completed,d7ee7a49,106.45,Premium,Silver,CALL01044,Product,136.15,Company 45
1045,CUST01045,Robert Serrano,Other,Comoros,c66337a4,16/12/2023,769.44,Pending,09449bc7,109.08,Gold,Bronze,CALL01045,Delivery,76.54,Company 18
1046,CUST01046,Carmen Villegas,Female,Latvia,c3416f4e,11/11/2023,989.4,Completed,1e8bd12b,221.03,Premium,Silver,CALL01046,Product,139.28,Company 60
1047,CUST01047,Alexandra Jones,Male,Austria,d9a832b0,29/04/2025,837.03,Completed,628283a7,133.31,Gold,Bronze,CALL01047,Delivery,36.13,Company 33
1048,CUST01048,David Raymond,Other,Greenland,b0e9104f,26/04/2023,333.87,Pending,a4a8ac38,230.74,Silver,Bronze,CALL01048,Delivery,283.37,Company 13
1049,CUST01049,Marcia Flowers,Male,Algeria,68526a80,10/12/2024,240.08,Pending,1.94E+15,43.05,Silver,Gold,CALL01049,Other,216.25,Company 61
1050,CUST01050,Wesley Brown,Female,Nicaragua,553ad74f,19/06/2025,220.64,Pending,590ee887,373.54,Silver,Silver,CALL01050,Payment,220.16,Company 3
1051,CUST01051,Jack Roy,Other,Uganda,313f8ea4,23/12/2023,76.66,Completed,348e59d4,396.68,Silver,Gold,CALL01051,Product,116.19,Company 67
1052,CUST01052,David Villanueva,Other,United States Virgin,f433a359,24/05/2025,540.82,Canceled,d0591f63,177.39,Silver,Bronze,CALL01052,Delivery,65.36,Company 77
1053,CUST01053,Allen Erickson,Other,Holy See (Vatican Ci,3b54d2b8,04/03/2025,394.68,Canceled,627246d3,355.51,Premium,Silver,CALL01053,Delivery,166.28,Company 27
1054,CUST01054,Robin Pugh,Male,Jersey,0732ff83,23/01/2025,76.84,Canceled,fbbced38,103.06,Premium,Bronze,CALL01054,Delivery,345.98,Company 27
1055,CUST01055,Mrs. Alicia Bowers,Female,Germany,ae09289e,29/11/2023,240.1,Completed,c639b616,421.06,Silver,Silver,CALL01055,Other,427.75,Company 44
1056,CUST01056,Kathryn Howard,Male,United States Virgin,3ee9ed38,05/08/2024,244.03,Pending,d3b183a6,325.75,Silver,Gold,CALL01056,Other,55.9,Company 63
1057,CUST01057,Morgan Greene,Other,Venezuela,9fcf5fac,17/11/2022,303.65,Canceled,585ff97c,128.48,Gold,Bronze,CALL01057,Product,157.99,Company 97
1058,CUST01058,Janet Holder,Male,Italy,256c687e,02/01/2025,741.86,Completed,e4694c0d,20.01,Premium,Silver,CALL01058,Delivery,83.71,Company 92
1059,CUST01059,Courtney Mack,Other,Mali,0d051090,26/10/2023,793.86,Canceled,e2f2754e,229.52,Gold,Bronze,CALL01059,Delivery,192.54,Company 6
1060,CUST01060,Stephanie Miller,Male,Burkina Faso,f4081f45,26/05/2024,349.3,Completed,47d4ab0c,484.71,Silver,Silver,CALL01060,Other,401.59,Company 11
1061,CUST01061,Cindy Townsend,Female,Holy See (Vatican Ci,7802e858,22/05/2025,690.48,Completed,0502812e,236.03,Premium,Gold,CALL01061,Delivery,405.19,Company 32
1062,CUST01062,Maurice Taylor,Male,Niue,3ecf42aa,26/04/2025,73.97,Completed,cd6a6a22,39.78,Premium,Silver,CALL01062,Other,153.53,Company 82
1063,CUST01063,Brent Lewis,Male,Vietnam,69f9ab7d,23/08/2024,100.84,Canceled,4293580f,150.53,Silver,Gold,CALL01063,Other,163,Company 29
1064,CUST01064,William Knight,Male,Azerbaijan,6b436d79,02/10/2022,431.98,Completed,a7a3ede0,317.83,Silver,Silver,CALL01064,Other,224.54,Company 65
1065,CUST01065,Donna Watson,Male,Spain,5f3057b0,21/09/2022,310.07,Pending,9196ad85,193.39,Silver,Bronze,CALL01065,Other,317.48,Company 19
1066,CUST01066,Elizabeth Hill,Female,Martinique,e67d32f3,09/07/2024,951.5,Canceled,982e2773,444.46,Gold,Bronze,CALL01066,Payment,356.32,Company 8
1067,CUST01067,Billy Richardson,Other,Estonia,4ada5bd7,28/11/2022,762.72,Pending,17b5dcf0,124.82,Gold,Bronze,CALL01067,Other,320.72,Company 68
1068,CUST01068,Becky Garcia,Other,Bouvet Island (Bouve,6dd809d9,31/01/2025,541.83,Pending,e58eedf4,35.57,Premium,Gold,CALL01068,Payment,51.77,Company 13
1069,CUST01069,Mark Wallace,Other,Congo,cefc0fdb,20/11/2022,381.4,Completed,2431723f,163.6,Silver,Silver,CALL01069,Delivery,445.8,Company 16
1070,CUST01070,Calvin Duran,Female,Netherlands Antilles,682b9b8e,09/04/2025,916.97,Pending,10499477,25.58,Premium,Gold,CALL01070,Product,53.69,Company 27
1071,CUST01071,Wayne Mendez,Female,Dominican Republic,805d95ab,12/07/2025,940.88,Canceled,159ba1ea,231.4,Gold,Bronze,CALL01071,Other,190.85,Company 87
1072,CUST01072,Maria Phillips,Male,American Samoa,7849d2c7,25/09/2022,414.7,Completed,4e652553,462.79,Premium,Gold,CALL01072,Delivery,277.89,Company 32
1073,CUST01073,Joy Mcdonald,Female,Botswana,d7249b54,09/07/2023,765.32,Canceled,d233c33f,191.42,Silver,Silver,CALL01073,Product,52.03,Company 4
1074,CUST01074,Brandon Mitchell,Other,Mongolia,7707af88,03/02/2024,638.63,Canceled,aa34c067,83.36,Silver,Bronze,CALL01074,Product,42.76,Company 61
1075,CUST01075,Terry Walter,Female,Trinidad and Tobago,34facae7,03/05/2023,482.95,Canceled,3655fbea,104.75,Silver,Silver,CALL01075,Delivery,64.17,Company 90
1076,CUST01076,Nathan Hickman Jr.,Other,Ukraine,4598b8eb,19/06/2023,268.72,Canceled,4ff0e081,486.57,Silver,Gold,CALL01076,Product,430.38,Company 94
1077,CUST01077,Jacob Hansen,Female,Vietnam,20a25ae2,28/03/2024,22.21,Canceled,9b7e19f2,71.25,Silver,Gold,CALL01077,Product,241.08,Company 34
1078,CUST01078,Kevin Benson,Female,Netherlands Antilles,2b18208c,25/06/2023,523.35,Canceled,2f7c72dd,294.93,Silver,Bronze,CALL01078,Delivery,99.78,Company 82
1079,CUST01079,Michael Bowers,Other,Peru,65e700d6,07/01/2024,968.01,Canceled,bfad686e,16.62,Gold,Silver,CALL01079,Payment,134.64,Company 47
1080,CUST01080,Jaime Berry,Other,Ghana,8d9a4308,09/03/2025,97.98,Pending,b539517e,299.52,Gold,Bronze,CALL01080,Delivery,127.97,Company 10
1081,CUST01081,Kerri Taylor,Female,Ghana,5ae2c5c9,01/03/2023,217.43,Pending,de4849ce,180.17,Silver,Gold,CALL01081,Other,231.53,Company 15
1082,CUST01082,Brittany Harrington,Female,Tanzania,4fc62d05,07/01/2023,105.9,Pending,7aef4197,227.62,Gold,Silver,CALL01082,Delivery,136.89,Company 22
1083,CUST01083,Deanna Sutton,Male,Gibraltar,29536596,11/03/2025,184.64,Completed,e16ce07a,261.81,Gold,Silver,CALL01083,Product,56.42,Company 52
1084,CUST01084,Mary Benson,Other,Chile,87df2a5c,13/07/2024,816.23,Completed,a3cbe394,436.36,Silver,Gold,CALL01084,Other,151.73,Company 100
1085,CUST01085,Connor Hicks,Male,Ethiopia,cf983d11,18/04/2023,983.12,Canceled,c3dc9130,179.51,Silver,Gold,CALL01085,Product,101.77,Company 45
1086,CUST01086,Michael Simmons,Female,Guyana,897ed2aa,23/05/2023,89.01,Canceled,510ce040,133.5,Silver,Silver,CALL01086,Delivery,199.16,Company 47
1087,CUST01087,Laura Martin,Other,Albania,84d2e674,30/08/2023,483.12,Completed,309a17e9,317.3,Premium,Bronze,CALL01087,Other,454.37,Company 18
1088,CUST01088,John Gallegos,Female,Malawi,952d3f95,31/07/2022,586.62,Canceled,cce41094,87.36,Silver,Gold,CALL01088,Payment,250.46,Company 71
1089,CUST01089,Shawn Clark,Other,Sri Lanka,3a187b5a,21/12/2023,932.81,Canceled,c27b7238,330.19,Premium,Gold,CALL01089,Payment,160.5,Company 98
